,27.08.2021
Bad Berleburg,4
Bad Laasphe,0
Burbach,5
Erndtebrück,0
Freudenberg,1
Hilchenbach,0
Kreuztal,12
Netphen,5
Neunkirchen,5
Siegen,47
Wilnsdorf,2
