,23.08.2021
Bad Berleburg,2
Bad Laasphe,0
Burbach,5
Erndtebrück,0
Freudenberg,8
Hilchenbach,1
Kreuztal,15
Netphen,8
Neunkirchen,6
Siegen,54
Wilnsdorf,4
