,03.09.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,2
Erndtebrück,0
Freudenberg,1
Hilchenbach,2
Kreuztal,6
Netphen,6
Neunkirchen,0
Siegen,49
Wilnsdorf,3
