,05.08.2021
Bad Berleburg,0
Bad Laasphe,1
Burbach,0
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,2
Netphen,0
Neunkirchen,4
Siegen,6
Wilnsdorf,0
