,09.06.2021
Bad Berleburg,4
Bad Laasphe,1
Burbach,0
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,1
Netphen,1
Neunkirchen,1
Siegen,8
Wilnsdorf,2
