,25.10.2021
Bad Berleburg,7
Bad Laasphe,3
Burbach,5
Erndtebrück,3
Freudenberg,1
Hilchenbach,6
Kreuztal,16
Netphen,5
Neunkirchen,1
Siegen,24
Wilnsdorf,4
