,31.08.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,2
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,0
Netphen,6
Neunkirchen,1
Siegen,25
Wilnsdorf,0
