,29.09.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,8
Erndtebrück,1
Freudenberg,1
Hilchenbach,1
Kreuztal,7
Netphen,4
Neunkirchen,9
Siegen,19
Wilnsdorf,4
