,24.09.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,2
Erndtebrück,0
Freudenberg,2
Hilchenbach,1
Kreuztal,4
Netphen,5
Neunkirchen,14
Siegen,7
Wilnsdorf,0
