,29.10.2021
Bad Berleburg,3
Bad Laasphe,1
Burbach,7
Erndtebrück,0
Freudenberg,4
Hilchenbach,2
Kreuztal,6
Netphen,9
Neunkirchen,2
Siegen,25
Wilnsdorf,2
