,01.12.2021
Bad Berleburg,3
Bad Laasphe,8
Burbach,3
Erndtebrück,0
Freudenberg,4
Hilchenbach,3
Kreuztal,9
Netphen,10
Neunkirchen,2
Siegen,42
Wilnsdorf,16
