,19.08.2021
Bad Berleburg,1
Bad Laasphe,1
Burbach,0
Erndtebrück,0
Freudenberg,1
Hilchenbach,1
Kreuztal,2
Netphen,4
Neunkirchen,1
Siegen,25
Wilnsdorf,3
