,23.06.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,1
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,1
Netphen,1
Neunkirchen,2
Siegen,2
Wilnsdorf,0
