,09.08.2021
Bad Berleburg,0
Bad Laasphe,2
Burbach,1
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,0
Netphen,0
Neunkirchen,1
Siegen,8
Wilnsdorf,3
