,02.06.2021
Bad Berleburg,0
Bad Laasphe,3
Burbach,0
Erndtebrück,0
Freudenberg,3
Hilchenbach,4
Kreuztal,0
Netphen,3
Neunkirchen,0
Siegen,7
Wilnsdorf,1
