,22.12.2021
Bad Berleburg,11
Bad Laasphe,3
Burbach,1
Erndtebrück,1
Freudenberg,2
Hilchenbach,6
Kreuztal,15
Netphen,1
Neunkirchen,4
Siegen,13
Wilnsdorf,6
