,28.10.2021
Bad Berleburg,7
Bad Laasphe,1
Burbach,2
Erndtebrück,0
Freudenberg,3
Hilchenbach,4
Kreuztal,7
Netphen,7
Neunkirchen,0
Siegen,26
Wilnsdorf,3
