,16.11.2021
Bad Berleburg,2
Bad Laasphe,1
Burbach,1
Erndtebrück,0
Freudenberg,5
Hilchenbach,1
Kreuztal,2
Netphen,2
Neunkirchen,0
Siegen,15
Wilnsdorf,2
