,12.10.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,0
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,0
Netphen,5
Neunkirchen,1
Siegen,4
Wilnsdorf,1
