,12.11.2021
Bad Berleburg,1
Bad Laasphe,5
Burbach,6
Erndtebrück,0
Freudenberg,6
Hilchenbach,5
Kreuztal,7
Netphen,5
Neunkirchen,4
Siegen,26
Wilnsdorf,3
