,24.11.2021
Bad Berleburg,10
Bad Laasphe,4
Burbach,9
Erndtebrück,0
Freudenberg,6
Hilchenbach,3
Kreuztal,15
Netphen,19
Neunkirchen,1
Siegen,71
Wilnsdorf,6
