,12.06.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,0
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,0
Netphen,2
Neunkirchen,8
Siegen,5
Wilnsdorf,1
