,27.12.2021
Bad Berleburg,10
Bad Laasphe,6
Burbach,3
Erndtebrück,1
Freudenberg,19
Hilchenbach,11
Kreuztal,19
Netphen,8
Neunkirchen,13
Siegen,37
Wilnsdorf,3
