,15.09.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,0
Erndtebrück,1
Freudenberg,3
Hilchenbach,7
Kreuztal,4
Netphen,3
Neunkirchen,0
Siegen,26
Wilnsdorf,5
