,26.07.2021
Bad Berleburg,0
Bad Laasphe,1
Burbach,0
Erndtebrück,0
Freudenberg,0
Hilchenbach,2
Kreuztal,1
Netphen,2
Neunkirchen,1
Siegen,2
Wilnsdorf,0
