,05.11.2021
Bad Berleburg,6
Bad Laasphe,1
Burbach,3
Erndtebrück,0
Freudenberg,7
Hilchenbach,2
Kreuztal,8
Netphen,4
Neunkirchen,4
Siegen,46
Wilnsdorf,5
