,13.09.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,2
Erndtebrück,0
Freudenberg,17
Hilchenbach,4
Kreuztal,11
Netphen,3
Neunkirchen,4
Siegen,42
Wilnsdorf,3
