,03.08.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,0
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,0
Netphen,1
Neunkirchen,2
Siegen,1
Wilnsdorf,0
