,08.10.2021
Bad Berleburg,1
Bad Laasphe,0
Burbach,1
Erndtebrück,0
Freudenberg,1
Hilchenbach,0
Kreuztal,8
Netphen,3
Neunkirchen,0
Siegen,23
Wilnsdorf,1
