,10.11.2021
Bad Berleburg,4
Bad Laasphe,7
Burbach,4
Erndtebrück,1
Freudenberg,6
Hilchenbach,6
Kreuztal,9
Netphen,12
Neunkirchen,3
Siegen,46
Wilnsdorf,10
