,20.10.2021
Bad Berleburg,2
Bad Laasphe,0
Burbach,1
Erndtebrück,0
Freudenberg,7
Hilchenbach,0
Kreuztal,8
Netphen,1
Neunkirchen,4
Siegen,16
Wilnsdorf,1
