,08.11.2021
Bad Berleburg,7
Bad Laasphe,4
Burbach,7
Erndtebrück,0
Freudenberg,8
Hilchenbach,5
Kreuztal,13
Netphen,15
Neunkirchen,3
Siegen,39
Wilnsdorf,12
