,22.09.2021
Bad Berleburg,1
Bad Laasphe,1
Burbach,2
Erndtebrück,3
Freudenberg,1
Hilchenbach,1
Kreuztal,3
Netphen,5
Neunkirchen,5
Siegen,9
Wilnsdorf,4
