,10.06.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,0
Erndtebrück,0
Freudenberg,0
Hilchenbach,1
Kreuztal,0
Netphen,2
Neunkirchen,1
Siegen,8
Wilnsdorf,1
