,23.12.2021
Bad Berleburg,2
Bad Laasphe,4
Burbach,3
Erndtebrück,2
Freudenberg,4
Hilchenbach,4
Kreuztal,15
Netphen,5
Neunkirchen,8
Siegen,40
Wilnsdorf,14
