,29.12.2021
Bad Berleburg,4
Bad Laasphe,0
Burbach,8
Erndtebrück,0
Freudenberg,2
Hilchenbach,12
Kreuztal,19
Netphen,7
Neunkirchen,11
Siegen,33
Wilnsdorf,12
