,08.12.2021
Bad Berleburg,10
Bad Laasphe,7
Burbach,6
Erndtebrück,0
Freudenberg,2
Hilchenbach,11
Kreuztal,11
Netphen,9
Neunkirchen,7
Siegen,52
Wilnsdorf,4
