,18.08.2021
Bad Berleburg,6
Bad Laasphe,1
Burbach,4
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,17
Netphen,6
Neunkirchen,0
Siegen,32
Wilnsdorf,3
