,11.08.2021
Bad Berleburg,0
Bad Laasphe,2
Burbach,6
Erndtebrück,0
Freudenberg,0
Hilchenbach,1
Kreuztal,14
Netphen,7
Neunkirchen,0
Siegen,4
Wilnsdorf,0
