,26.06.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,1
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,0
Netphen,1
Neunkirchen,3
Siegen,1
Wilnsdorf,1
