,06.01.2022
Bad Berleburg,9
Bad Laasphe,5
Burbach,17
Erndtebrück,1
Freudenberg,10
Hilchenbach,17
Kreuztal,21
Netphen,14
Neunkirchen,21
Siegen,82
Wilnsdorf,21
