,04.10.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,5
Erndtebrück,1
Freudenberg,2
Hilchenbach,4
Kreuztal,8
Netphen,5
Neunkirchen,4
Siegen,38
Wilnsdorf,5
