,30.08.2021
Bad Berleburg,2
Bad Laasphe,1
Burbach,4
Erndtebrück,0
Freudenberg,1
Hilchenbach,2
Kreuztal,11
Netphen,9
Neunkirchen,9
Siegen,56
Wilnsdorf,5
