,19.07.2021
Bad Berleburg,1
Bad Laasphe,0
Burbach,0
Erndtebrück,0
Freudenberg,0
Hilchenbach,3
Kreuztal,1
Netphen,2
Neunkirchen,0
Siegen,10
Wilnsdorf,0
