,21.10.2021
Bad Berleburg,2
Bad Laasphe,6
Burbach,1
Erndtebrück,1
Freudenberg,5
Hilchenbach,2
Kreuztal,7
Netphen,6
Neunkirchen,1
Siegen,23
Wilnsdorf,8
