,15.12.2021
Bad Berleburg,7
Bad Laasphe,6
Burbach,2
Erndtebrück,4
Freudenberg,2
Hilchenbach,2
Kreuztal,4
Netphen,6
Neunkirchen,2
Siegen,36
Wilnsdorf,8
