,02.12.2021
Bad Berleburg,4
Bad Laasphe,10
Burbach,9
Erndtebrück,2
Freudenberg,10
Hilchenbach,5
Kreuztal,7
Netphen,7
Neunkirchen,9
Siegen,61
Wilnsdorf,14
