,30.12.2021
Bad Berleburg,3
Bad Laasphe,0
Burbach,4
Erndtebrück,0
Freudenberg,9
Hilchenbach,7
Kreuztal,8
Netphen,6
Neunkirchen,13
Siegen,29
Wilnsdorf,4
