,25.08.2021
Bad Berleburg,1
Bad Laasphe,2
Burbach,6
Erndtebrück,0
Freudenberg,2
Hilchenbach,1
Kreuztal,9
Netphen,5
Neunkirchen,2
Siegen,69
Wilnsdorf,10
