,07.07.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,1
Erndtebrück,1
Freudenberg,0
Hilchenbach,0
Kreuztal,1
Netphen,1
Neunkirchen,0
Siegen,1
Wilnsdorf,0
