,28.12.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,4
Erndtebrück,0
Freudenberg,7
Hilchenbach,5
Kreuztal,4
Netphen,2
Neunkirchen,5
Siegen,15
Wilnsdorf,2
