,26.08.2021
Bad Berleburg,3
Bad Laasphe,0
Burbach,1
Erndtebrück,0
Freudenberg,2
Hilchenbach,5
Kreuztal,15
Netphen,8
Neunkirchen,9
Siegen,52
Wilnsdorf,8
