,07.12.2021
Bad Berleburg,7
Bad Laasphe,5
Burbach,2
Erndtebrück,1
Freudenberg,4
Hilchenbach,0
Kreuztal,6
Netphen,3
Neunkirchen,3
Siegen,9
Wilnsdorf,1
