,09.09.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,1
Erndtebrück,0
Freudenberg,9
Hilchenbach,5
Kreuztal,5
Netphen,6
Neunkirchen,0
Siegen,71
Wilnsdorf,5
