,20.08.2021
Bad Berleburg,1
Bad Laasphe,3
Burbach,3
Erndtebrück,0
Freudenberg,0
Hilchenbach,2
Kreuztal,13
Netphen,11
Neunkirchen,0
Siegen,52
Wilnsdorf,2
