,14.10.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,2
Erndtebrück,1
Freudenberg,1
Hilchenbach,0
Kreuztal,4
Netphen,9
Neunkirchen,7
Siegen,11
Wilnsdorf,0
