,27.09.2021
Bad Berleburg,1
Bad Laasphe,2
Burbach,2
Erndtebrück,0
Freudenberg,0
Hilchenbach,3
Kreuztal,10
Netphen,0
Neunkirchen,20
Siegen,27
Wilnsdorf,1
