,16.08.2021
Bad Berleburg,7
Bad Laasphe,0
Burbach,4
Erndtebrück,0
Freudenberg,0
Hilchenbach,1
Kreuztal,13
Netphen,2
Neunkirchen,4
Siegen,35
Wilnsdorf,6
