,03.01.2022
Bad Berleburg,10
Bad Laasphe,3
Burbach,22
Erndtebrück,2
Freudenberg,13
Hilchenbach,23
Kreuztal,18
Netphen,7
Neunkirchen,22
Siegen,46
Wilnsdorf,15
