,18.10.2021
Bad Berleburg,1
Bad Laasphe,0
Burbach,3
Erndtebrück,0
Freudenberg,3
Hilchenbach,0
Kreuztal,12
Netphen,3
Neunkirchen,4
Siegen,17
Wilnsdorf,1
