,01.09.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,0
Erndtebrück,0
Freudenberg,3
Hilchenbach,1
Kreuztal,5
Netphen,7
Neunkirchen,4
Siegen,31
Wilnsdorf,7
