,06.10.2021
Bad Berleburg,2
Bad Laasphe,1
Burbach,5
Erndtebrück,1
Freudenberg,2
Hilchenbach,0
Kreuztal,2
Netphen,7
Neunkirchen,6
Siegen,13
Wilnsdorf,3
