,06.09.2021
Bad Berleburg,0
Bad Laasphe,3
Burbach,3
Erndtebrück,0
Freudenberg,8
Hilchenbach,4
Kreuztal,12
Netphen,11
Neunkirchen,7
Siegen,96
Wilnsdorf,4
