,22.07.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,0
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,3
Netphen,0
Neunkirchen,0
Siegen,1
Wilnsdorf,0
